codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
016242001,310004391,,,,TRULULU OSOS X12DX50U,,,
071316901,635147,,,,CLOROX ORIGINALX530MLX24U BONIF,,,
70.18.03.011,70.18.03.011,,,,ETIQUETA LECHE CONDESADA *1000GR IDEAS BRILLANTE,,,
11.05.02.002,11.05.02.002,,,,N/A,,,
044028002,00700205,,,,VASOS OPAL DOM X7OZX60PX50U,,,
018422007,490301040,,,,BIBER MUNCHI B/ANCHA C/MANIJA 8OZX6U,,,
018786003,472108074,,,,(P.E) LAVALOZA CREMA LIMON LIMPIA YA 450MLX36U,,,
029189040,CO01635A,,,,(12.40%) MM FABULOSO MANZANA DPACKX200CCX72U,,,
1310034B05,804855,,,,OFERTA TAT SAL DE FRUTAS LUA PLUSX22SOB GTS 2 ALCOHOL 120ML,,,
029130001,MX05691A,,,,AXION LIQ FUSION LIMP/TORONJA DPKX1.5LTX8U,,,
017902,3753,,,,BOL. KILOMETRICO RETR.300 FUCSIAX1U BONIF,,,
029516002,61009992,,,,(TPR) ENJ BUCAL COLGATE TOT12 ENCIAS 250MLX12U,,,
029185015,029185015,,,,PPK 5 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
052386,12276557,,,,PRO PLAN PUPPY SMALL BREEDX7.5KG,,,
052068004,12230234,,,,DOG CHOW CACH. R/PEQ BOLSAX400GX20U,,,
074036003,7110,,,,(EMP) HEINZ SWEET RELISH SQUEEZE 12.7OZX12U,,,
017635,6193,,,,BOL. FLEXGRIP AZULX20DX12U,,,
006152,02035,,,,CERA NATURAL BEISBOL ROJAX3000CCX8U,,,
069261003,5720,,,,MM DETERGENTE AS VINAGRE+LIMON X1000GX20U P.E,,,
073006001,1003215,,,,ALBAHACA BADIA 21.16GRX12U,,,
052902,12241961,,,,GATSY PESC-ARROZ-ESPINACAX500GX12U BONIF,,,
013312,31870,,,,SHAMPOO PEQ X300ML+REPX750MLX6UPE,,,
029068120,61020298,,,,SSM SUAVITEL FRESA&CHOCO X180MLX56U,,,
075211900,02030506,,,,HARINA AREPA REPA AMARILLA 1000GRX20U BONIF,,,
071250,141691,,,,PÑ WINNY ULTSEC ET6X8DPX20U,,,
029993,CO01603A,,,,CDC TA EXT BLANX60CCX1U BONIF (BONIF 22),,,
1331009B06,500609,,,,BONIF CLOROX ROPA COLORX450ML X24UND,,,
029083006,029083006,,,,PPK MM P6 LL7 SUAVITEL SURT 430/400ML,,,
70.05.03.001,70.05.03.001,,,,ETIQUETA MOSTAZA 4000 CLASICA LOS PINOS,,,
037150,4932,,,,LINT ENERGIZER M/LIBRES 250LUMES+3PAAA X4U,,,
60.01.04.005,60.01.04.005,,,,BOLSA ESTAMPADA GOURMET 3350 NONAPEPA ALICO,,,
0190010B01,0190010B01,,,,COMBO $60.000 + 03 PRACT 70G MM - FEB 2023,,,
052068012,12309075,,,,DOG CHOW CACHORRITAS X17KGX1U,,,
70.09.02.002,70.09.02.002,,,,ETIQUETA ACEITE 500 SOYA LA HUERTA,,,
240201013,240201013,,,,COMBO- MAYONESA GOURMET 450 + MARGARINA 200GR HUERTA,,,
069090,61453,,,,TOP BASICO X125GRX96U,,,
029219043,CO01865A,,,,(10%) JABON PROTEX VITAMINA EX120GRX24DPX3U,,,
018715001,450103157,,,,(8%) GTE ETERNA BAÑO CLASICO C18  9 1/2X144U,,,
029135039,61000953,,,,(P.E)MM - AXION DISCO LIMON X130GX72U (5%),,,
052075002,12255043,,,,DOG CHOW ESSENTIAL CACHORROSX1.5KX6U P.E,,,
60.03.04.067,60.03.04.067,,,,CAJA REF ME0674 CORRUGADO SALSA PREMIUM X 12 UND LINEA ECONOMICA,,,
11.05.02.012,11.05.02.012,,,,N/A,,,
90.01.01.013,90.01.01.013,,,,MANGUERA DE POLLO X 500,,,
043606,12065439,,,,VASO NESCAFEX9OZX25DX40U,,,
20.03.04.001,20.03.04.001,,,,GLASSE SONRISAS YERMAN CHOCOLATE 500 GRS,,,
052376900,052376900,,,,PRO PLAN SENSITIVE SKIN ADULT  R/PEQX1KGX16U BONIF,,,
044039002,00400005,,,,VASO TERM ESPUMA DOMINGO 4OZX66PX20U,,,
2813305B02,12511050,,,,PG 1 DOG CHOW TRIPLE PROTEINA 22.7KG GTS 8 POUCHES MINIS,,,
069227,61003,,,,DETERGENTE AS CORRIENTE X1000GX20U,,,
2852041B01,12512529,,,,PG 4 LL 6  EXCELLENT PIEL SENSIBLE 3 KG,,,
052069048,12425713,,,,RISTRA 6 DCHOW 100G+6 FELIX 85G SURTX13OF,,,
19.03.01.009,19.03.01.009,,,,ACEITE 5000 ML BAND *4 PALMA LA HUERTA PETPACK,,,
2846021B02,12450587,,,,1 PRO PLAN URINARY PLL/ARZ OPTI X3KG + 2 PRO PLAN URINARY CAT X1KG GTS PRO PLAN URINARY CAT X1KG,,,
029400900,CO01683A,,,,CDC TRIPLE ACCIONX150CCX72U BONIF,,,
052048024,12465485,,,,P.E FELIX MEGAMIX X10KGX1U,,,
70.01.03.002,70.01.03.002,,,,ETIQUETA MAYONESA *400 GOURMET LA HUERTA,,,
071465,300483,,,,ESPONJILLA BON BRILLX12DPX12U,,,
9949005A00,9949005A00,,,,PANCHO AVENA HOJUELA 180GRX54U,,,
003337001,1010163603,,,,(P.E) ACEITE OLIVA NAPOLI PURO PETX1000MLX12U,,,
003490,22013,,,,GRANOLA TROPICAL PG 5 LL 6 X50GX12UN,,,
70.09.02.006,70.09.02.006,,,,ETIQUETA ACEITE 5000 SOYA LA HUERTA,,,
052385,12294993,,,,PRO PLAN PUPPY SMALL BREEDX3KGX6U,,,
003221,003221,,,,PPK NAPOLI 04 CONCHA PREMIUN GTS 01SAL 500GR,,,
029182006,FCO22514A,,,,(7%) MM FABULOSO LAVANDA X500CCX24U,,,
044251,00011,,,,ESCOBA PISO DE ALTO TRAFX10U,,,
019036,03827,,,,PLAY LIGA DE LA JUSTICIA  1CJX24DX10U,,,
075901,03080501,,,,MAIZ PIRA SOBERANA 500GRX25U BONIF,,,
4001009B05,81000006,,,,PG 12 LL 14 SUPREMO 300GR,,,
052930,12425713,,,,RIST 3 DCHOW 100G+3 FELIX 85G SURTX26OF BONIF,,,
9901021A00,1406395,,,,4 PACK GASEOSA COCA COLA 3LT,,,
003152011,1020320459,,,,PASTA MACARRONCITO GRANNY X1000GX12U P.E,,,
029353095,029353095,,,,PPK TAT 3 (1 SACHET MSS GEL) X10GRX18S GTS 01 SACHETON,,,
1001053A00,5330,,,,BULTO DETERGENTE AS BICAR/MANZX500GX40U,,,
029351054,FCO47018A,,,,(EFECT) TAT SS 24/7COOLNIGHT GELX10GRX24DX16S +2COJ,,,
70.18.03.001,70.18.03.001,,,,ETIQUETA LECHE CONDESADA *390GR GRANNY,,,
071076,102461,,,,DURAFEX MUSCULAR X1DPX6CAP LIQ,,,
80.01.04.005,80.01.04.005,,,,LECHE CONDENSADA LATA 400GR,,,
1610241A00,310005519,,,,TRULULU NEONX12DX85G,,,
044035014,01600004,,,,VASO RUMBA PETX16.OZX50PX12,,,
006481,30230,,,,FRAGANTY CANELA DPX500MX12U,,,
003155001,1020305287,,,,PASTA FIDEO FINO GRANNY X500GX12U,,,
052950051,052950051,,,,ACTIVACION CANAL ESPECIALIZADO JULIO,,,
052988,380277,,,,PRO PLAN ADUL CHICKEN X100GRX15U OBSEQUIO,,,
074010005,2001FC,,,,(PP) KETCHUP HEINZ SQUEEZE PET 567G 20.OZX12U,,,
003632001,190901003,,,,ACEITE SOYA NAPOLI 500MLX15U,,,
019004,03289,,,,PIN POP BUMBA GIGANTE FRESAX16DX24U,,,
052999123,052999123,,,,STICKER CANECA KILO A KILO D CHOW ADU MED GRANDES,,,
2807013B05,2807013B05,,,,2 GATSY CARNE 17 KG GTS 8 FELIX PAVO 85GR ,,,
60.01.04.024,60.01.04.024,,,,BOLSA ESTAMPADA PIÑA 4000 NONA PEPA ALICO,,,
3401082B04,3401082B04,,,,1 MAYONESA GRANNY 3350GR + 1 TOMATE GRANNY 4000 GR GTS MAYONESA PREMIUM 200GR,,,
029116066,029116066,,,,PPAK TAT 1 - LL12 AXION SURT X235G GRTS 03 AXION 180ML,,,
005105,49295,,,,ACEITE VIVI OLEINA X900CCX12U,,,
60.04.02.003,60.04.02.003,,,,TAPA PG 120 ESTRIAS VERDE OSCURA LINER EVA SINEA,,,
60.03.03.011,60.03.03.011,,,,CAJA CARTON REGULAR #2 BOXCARTON SAS,,,
018600,472108057,,,,LAVALOZA ETERNA CREM LIMX230GX24U,,,
029996,CO01101A,,,,FABULOSO LAVANDA DPACKX200CCX72U BONIF EFECT,,,
005073,49275,,,,ACEITE VIVI X500CCX24U,,,
075207001,02030509,,,,HARINA LA SOBERANA BLANCAX1000GR20U P.E,,,
016142,210002270,,,,TRADICIONALES AREQUIPEX12DX100U,,,
044246,00001,,,,BANDEJA ALUMINIO DOM PAVOX50U,,,
50.16.01.001,50.16.01.001,,,,PREFORMA ENVASE ACEITE 17 SMI COLOMBIA,,,
029205,CO01886A,,,,(10%) JAB.PALM JAZMIN MANTECA CACAOX120GRX24DPX3U,,,
052033004,12380268,,,,(25%) FELIX ORIGINAL PAVO X156GX24U,,,
071381001,632025,,,,(15%) LIMPIDO LIMONX1000MLX12U,,,
071211,116358,,,,PÑ WINNY ULTSEC ET1 X12DPX20U,,,
50.19.01.012,50.19.01.012,,,,COPOLIMERO R 80R90CD  *25 KG ESENTTIA,,,
11.04.02.021,11.04.02.021,,,,MAYONESA 800 G GOURMET NONA PEPA DOYPACK X12 UND,,,
0118005B05,FCO47010A,,,,(5%) LSS DOUBDEF GEL FLORX10GRX24DX16S+2COJ,,,
044225,00000022,,,,BANDEJA ALUMINIO LASAG JUNIORX12DX20U,,,
003460001,1030103107,,,,(P.E) GRANOLA GRANNY CHOCOLATE X300GX12U,,,
029404029,FMXE11146A,,,,(3%) CDC TRIPLE ACCIONX22CCX144U,,,
61.01.20.001,61.01.20.001,,,,MATERIAL DE BOLSA PP,,,
029354002,MX04989A,,,,DEO LSS CLINICAL POWDER SPRAY X91GX12U,,,
029353044,CO01261A-X3,,,,LSS TALC PRACTICREMAX30GRX12DPX3U 14%,,,
019104,02977,,,,DULCE TAMARINDOX16DX100U,,,
052457002,12331080,,,,EXCELENTE RED/CALORIE 8KGX1U,,,
20.01.01.003,20.01.01.003,,,,GLASSE FRESA 4000 G BOLSA,,,
029189014,CO01101A,,,,(15.80%) FABULOSO LAVANDA DPACKX200CCX72U,,,
60.03.08.001,60.03.08.001,,,,CAJA MALETIN NAVIDEÑO GRANDE,,,
13.07.01.003,13.07.01.003,,,,PIÑA 4000 G  RINDE CON SABOR GRANNY X4 UND,,,
70.13.06.004,70.13.06.004,,,,ETIQUETA SALSA DE AJO NORSAN 1000,,,
006453,02331,,,,LAVAMIL CREM. AVENA MIELX450GX24U,,,
075265004,03080026,,,,(P.E) LENTEJA SOBERANA 500GRX25U,,,
50.12.04.001,50.12.04.001,,,,CURCUMA MOLIDA PARA TECNAS *1KG,,,
006027001,010902,,,,BETUN AUTOB. BEISBOL BLANCOX60MLX18U,,,
029067042,CO01769A,,,,SUAVITEL FRES&CHOCX210MLX48U,,,
069665,63112,,,,SUAV DERSA CAP FRAGX50MLX12TX24SOB,,,
2228001B02,130701002,,,,PG 3 LL 4 PIÑA RINDE CON SABOR GRANNY 250GRX60U,,,
006113,03261,,,,L/V GLASSI CRISTAL SQUEEZEX360CCX24U,,,
19.03.01.002,19.03.01.002,,,,ACEITE 250 ML CAJA *24 PALMA LA HUERTA PETPACK,,,
9913025A00,9913025A00,,,,SIXPACK CERVEZA HEINEKEN LATA 269C,,,
037041,028V,,,,PILA V9 EVEREADY CUADX24TX1U,,,
1622093A00,310005593,,,,BIANCHI SNACKD CRISPY X12DX45G,,,
029068118,61020303,,,,(EFECT) TAT SUAVITEL COMPLETE FLOR PRIMAVERA X160MLX56U,,,
052017003,12291573,,,,CAT CHOW ADUL DELI MIXX FDX1.5KGX6U,,,
9940013A00,4975,,,,LINTERNA EVEREDLED SPOTLIGHT 2D X12U,,,
029220005,CO01850A,,,,(P.E) MM JABON PROTEX LIMP PROFUNDA X120GX72U,,,
052380004,052380004,,,,PG 8 LL 9 PRO PLAN PUPPY SMALL BREED 1KG,,,
4001002B02,81000331,,,,PG 6 SUPREMO MULTIUSOS 100GR GTS 1 SUPREMO FRESCURA NATURAL 115GR,,,
0419005B08,472108072,,,,6 LAVALOZA LIQ LIMON LIMPIA YA 500ML + 6 LAVALOZA LIMON LIMPIA YA 450ML GTS 1 LAVALOZA LIQ LIMON LIMPIA YA 500ML,,,
052905,12399571,,,,DOG CHOW ADU. R/MED-GDE XLIFEX475GX18U BONIF,,,
2225001A00,130801001,,,,MOSTAZA NAPOLI SABOR ORIG 4000GRX5U,,,
019010004,PPK P.POP,,,,PINPOP GIG (1COOL+1STDO+2FRESA) GTS 01 CARAM ANIS,,,
3401036B03,110403002,,,,P.E MAYONESA 400 G  PREMIUM NONA PEPA DOYPACK  X 30 UND,,,
044013002,00900204,,,,VASO BCO TUCX9.OZX40PX50U,,,
1325077B03,116624,,,,9.7% P.E PÑ WINNY PANTS  ET4X8DPX30U,,,
052904001,12230234,,,,D/CHOW CACH. R/PEQ X400GX1U BONIF (P12 LL13),,,
0419015B02,472108139,,,,TAT 6 LL 8 LAVALOZA CREMA LIMON LIMPIA YA 250G,,,
071010004,735137,,,,(15%) VITA C MK TBMT NARANX500MGX1DPX30U,,,
029066009,CO01812A,,,,(50%E) SUAVITEL PRIMAVERAL DPACKX2000CCX6U,,,
074024003,3003,,,,(P.E) MAYONESA KRAFT 443MLX12U,,,
029109900,CO01375A,,,,AXION LIQUIDO LIMONX360CCX24U BONIF,,,
066087,30292221,,,,TINTA BORRABLE REC/BLE VERDEDX30ML*1,,,
071316900,635147,,,,CLOROX ORIGINALX530MLX24U BONIF,,,
60.01.01.005,60.01.01.005,,,,TAPA AMARILLA MARGARINA EMPLANORTE,,,
052425001,12375702,,,,PRO PLAN PUPPY OPTISTART RZ GRNDEPLL&ARZ13 KG,,,
029353055,CO01261A,,,,LSS TALC PRACTICREMAX30GRX36U (14%),,,
60.01.04.063,60.01.04.063,,,,"BOLSA COIMPRESION MOVIL 4000G X 2MOSTAZAECONOMICA,MAYONESAPREMIUM ALICO D05947",,,
052067901,12399372,,,,BONIF DOG CHOW ADU. R/PEQ XLIFEX475GX18U,,,
073001001,1003674,,,,ABLANDACARNE BADIA 127.57GRX12U,,,
003684,70104,,,,TOMAT ALBAH AJO Y OREG DEL MONTE 411GRX12U P.E,,,
32.01.17,32.01.17,,,,GOLD YELLOW Y WHITE MICROFIBER MOP YARN CM - 51 WITH BAKING 1 END ROLL PACKAGE,,,
80.01.02.007,80.01.02.007,,,,LECHE EN POLVO ENTERA 380 PROLECHE,,,
2843077A00,12454761,,,,PRO PLAN SENSITIVE SKIN DOG R/MED P15KG LL17KG,,,
018860900,471000182,,,,BONIF SUAVIZANTE LIMPIA YA PRIMAV DPACK 760MLX12U,,,
052068016,12309074,,,,DOG CHOW HEMBRAS X1KGX8U,,,
029193001,61012189,,,,(25.9%) FABULOSO ALT CLORO LAV SACHETX40MLX28DX12U,,,
029219059,61047877,,,,(30%) JABON PROTEX AVENAX110GRX24DPX3U,,,
14.07.01.001,14.07.01.001,,,,ROSADA 400G- PROCESO,,,
0802005B02,03130503112,,,,MM PG 5 LL 6 PROTECTOR DIARIO ANATOMICO DMUJER 72DX15UND,,,
70.01.10.004,70.01.10.004,,,,ETIQUETA MAYONESA OBA 3350 GR- CALDEFLEXO,,,
071265,142618,,,,TOA WINNY RECIEN NACIDO X40T,,,
075205014,075205014,,,,TAT 2 HARINA AREPA AREPA BLANCA1KG + 1 SARDINA OVAL TTE425 GR,,,
016112003,210003376,,,,OKA LOKA OVNIS FRUT+F/ROJOX12DX24U,,,
1004021A00,9120,,,,1-A GRANDE LIMONX500CCX30U,,,
029067095,61012621,,,,TAT SUAVITEL NATURALSX180MLX48U,,,
3302029B03,75004088,,,,PG 1 LL 2 MENTOS ROLLO FANTA 29.04G,,,
0419021B03,471000178,,,,PG 12 LL 14 LAVALOZA LIMPIA YA DOYPACK 180ML,,,
017365001,3445,,,,PLUMIGRAFO MICROTRAZO  NEGROX60DX10U,,,
32.01.03,32.01.03,,,,"COTTON MOP YARNS RED + WHITE COLOR, 2-APLY, 0.2 NE, 50% COTTON, 50 % POLYESTER 7 ENDS/13 KGL/ROLL",,,
029180021,029180021,,,,PPK MM - 06 FABULOSO LAVANDA 1000ML GTS 02 FAB VIOLETA 500ML,,,
60.04.03.001,60.04.03.001,,,,TAPA ROJA #28 PEQUEÑA BIDON,,,
14.05.01.003,14.05.01.003,,,,N/A,,,
018720,018720,,,,TAT P6 LL7 GUANTE ETERNA BAÑO CLASICO,,,
13.09.01.001,13.09.01.001,,,,PIÑA 170 G ECONOMICA SUPERLIDER DOYPACK,,,
052999047,052999047,,,,EXHIBIDOR BOMBONERA DENTALIFE X1U,,,
016246002,310004787,,,,TRULULU SPLASH AZUCARADOSX12DX100U,,,
069904,61612,,,,TOP ULTRA C/SUAVTE X500GRX1U BONIF P6 LL7,,,
052948001,12314574,,,,PRO PLAN SENSITIVE SKIN DOG R/PEQX3KGX6U BONIF,,,
074022007,3001,,,,(*) MAYONESA HEINZ 400GX24U,,,
016348,310004990,,,,BIANCHI MINI MANIX12DX200G,,,
052068010,12309081,,,,DOG CHOW CACHORRITAS X1KGX8U,,,
60.01.04.081,60.01.04.081,,,,CO IMPRESION ROSADA 200G NONAPEPA-TOMATE 250G  ALICO D25852,,,
70.10.02.005,70.10.02.005,,,,ETIQUETA ACEITE DE PALMA *3000 ML LA HUERTA,,,
029189043,61003808,,,,(12.40%) MM FABULOSO ALT CLORO LAVANDA DPKX200CCX72,,,
029065001,FCO28027A,,,,(P.E) SUAVITEL PRIMAVERALX5000CCX3U,,,
0103040B08,FCO38074,,,,(7%) AXION CREMA LIMON X450GX24U,,,
0431021A00,418009088,,,,AMBIENTADOR ETERNA MEMBRANA NEUTRAL OLORESX8U,,,
029402007,61014491,,,,CDC TOTAL 12 ENCIAS REFORZADAX75CCX24DX3U,,,
1316013B02,1316013B02,,,,4 COPITOS MK BOLSA X60UND,,,
078001001,28912,,,,AZUCAR BLANCA LA CABANA 50KG,,,
1328001B14,634946,,,,PG 24 LL 28 LIMPIDO REG 460 ML,,,
2804097A00,12291539,,,,CAT CHOW GATICOS DEFENSEX1.5KGX6U,,,
60.03.04.072,60.03.04.072,,,,CAJA REF ME0044 CORRUGADO ACEITE 5000ML,,,
073011,1003405,,,,CHIMICHURRY BADIA 226.8GRX12U,,,
029068012,61002720,,,,MM (P.E) SUAVITEL PRIMAVERAL X200MLX48U,,,
019902,03222,,,,GOMAS PLAY BY TROLLI GUSANOS X16DX100U BONIF,,,
016072002,016072002,,,,P.E BARRILETE HALLOWEEN X18DX40U,,,
3404046B01,120402011,,,,1 DISPLAY * 12 U SALSA TOMATE 90 GR + 6 ACEITES SOYA 110 ML NONA PEPA,,,
14.04.01.007,14.04.01.007,,,,ROSADA 400 G LA ECONOMICA NONA PEPA,,,
1316021B05,79769,,,,MM 4 ALCOHOL MK 120ML (8%),,,
019002001,05237,,,,PIN POP BUMBA FRUTALESX16DX24U,,,
052999112,052999112,,,,STICKER GRANEL CAT CHOW CARNE,,,
071210018,115690,,,,TAT MM - PÑ WINNY ULTSEC ET1X8DPX30U+TOAX20U GTS 01 DET DERSA AS BIC/ MZ 125GR,,,
003125,112,,,,TALLARIN NAPOLI X250GRX25UN,,,
01.01.02,01.01.02,,,,DESCUENTOS COMERCIALES EN COMPRA,,,
052999111,052999111,,,,STICKER GRANEL CAT CHOW GATITOS,,,
003702001,003702001,,,,BONIF SALSA CARNE VANSAZON 1000GRX12U,,,
069243900,5340,,,,DETERGENTE AS BICAR/MANZX250GX48U BONIF,,,
70.09.02.029,70.09.02.029,,,,ARTES/ 863675-D12580 COIMPRESION MOVIL BBQ 500G NAPOLI-GOURMET NAPOLI 400G PIÑA NONA PEPA 500G ALICO D12060,,,
052483,12315107,,,,DENTALIFE S/M DOG TREAT 17GX200U,,,
2843005A00,12276630,,,,PRO PLAN PUPPY COMPLETEX7.5KG,,,
2831044B03,12514101,,,,PG 3 FANCY FEAST KISS 40GR GTS FANCY FEAST KISS ATUN 40GR,,,
071210003,115690,,,,PÑ WINNY ULTSEC ET1X8DPX30U+TOAX20U P.E,,,
50.09.06.001,50.09.06.001,,,,ESENCIA DE KIWI *5KG DISAROMAS,,,
052999003,052999003,,,,CONCURSO FDV FEBRERO MARZO,,,
70.08.04.001,70.08.04.001,,,,ETIQUETA TAPA MARGARINA NONA PEPA,,,
019053,05411,,,,CHUPETOON PIÑA COLADAX16DX48U,,,
029119016,029119016,,,,MM - 01 AXION 150G+PRACT70G GTS ENJ 250ML,,,
044047010,00000,,,,PLATO CUADR 9PULG VERDE RUMBX12PX8U,,,
052064013,12371923,,,,DOG CHOW ADU. R/MED-GDE P19.7KG LL22.7KG,,,
073042,1003045,,,,SEMILLAS DE CHIA BADIA 42.5GRX12U,,,
029220099,CO01856A,,,,(P.E) TAT JABON PROTEX VITAMINA E X120GX72U,,,
11.01.02.006,11.01.02.006,,,,MAYONESA 50 G RISTRA *12 GOURMET DOÑA PEPA SACHET,,,
018848901,471000175,,,,BONIF DETER LIQ ETERNA DPACKX500MLX24U,,,
052999126,052999126,,,,STICKER CANECA KILO A KILO DOG CHOW ADUL MINIS PEQ,,,
016576,210004992,,,,TRULULU NOVEDADES 24DX(75-90GR ),,,
1610037A00,310004483,,,,TRULULU AROSX12DX90GR,,,
3401079B03,240101055,,,,PG 2 LL 3 FOUR PACK SALSAS PREMIUM 1475GR,,,
70.13.08.003,70.13.08.003,,,,ETIQUETA SALSA VINAGRETA LA HUERTA 165 GR FLEXOLABEL,,,
071012,701637,,,,VITA C+ZINC MK TBMT MANDARX500MGX1DPX100U,,,
3401029B05,110403005,,,,PG 2 LL 3 MAYONESA 3350 G PREMIUM NONA PEPA BOLSA,,,
003603001,003603001,,,,DULCE DE LECHE GRANNY 900X12U,,,
029403018,FCO63138,,,,(MM) CDC TRIP ACCX50CCX96U+CEP PREM CLEAN P.E,,,
052999057,052999057,,,,GRAMERA DIGITAL PRO PLAN,,,
2813013A00,12399249,,,,DOG CHOW CACH. R/PEQ XLIFEX2KGX6U,,,
043116,12202814,,,,2 NESTLE DOCELLO PONNA COTTAX300GX6U,,,
1331009B07,500609,,,,PAGUE 12 LLEVE 14 CLOROX ROPA COLOR X 450ML,,,
052922,12200416,,,,LADRINA ADU CAR PARR-VEG X2KGX6U BONIF,,,
3190001B60,3190001B60,,,,MM 2% PIN POP FRESA CHICLE SURT+ PIN POP FRESA,,,
1610249A00,310005512,,,,TRULULU MONSTRYX12DX75G,,,
043615,12204504,,,,NESCAFE MOKACCINO DPACKX1KGX4U,,,
052994,12309057,,,,PRO PLAN STERILIZED CAT X1KGX6U BONIF,,,
052250904,FMXE11146A,,,,CDC TRIPLE ACCIONX22CCX144U BONIF,,,
003254007,738,,,,OF MACARRONCITO MINI PREMIUMX250GX24U,,,
052050902,12415201,,,,DOG CHOW LATA CORDERO/ARROZX374GX12U BONIF,,,
18.03.01.002,18.03.01.002,,,,MARGARINA 400 G BAND *6 CLASICA  LA HUERTA,,,
9946009A00,9946009A00,,,,ARVEJA VERDE ZENU 300GR,,,
60.03.01.001,60.03.01.001,,,,EMPAQUE DISPLAY MAYONESA SACHET 50 DOÑA PEPA SHALOM,,,
70.09.02.020,70.09.02.020,,,,ARTES/ARTES COIMPRESION X3 *200 PIÑA-MOSTAZA-TOMATE NAPOLI ALICO 815093,,,
029407,FCO34443C,,,,CDC MENTAX75MLX72U,,,
029401001,CN06848A,,,,CDC NATURALS EXT/REIN DEFENSEX40GX72U,,,
60.01.03.012,60.01.03.012,,,,BOLSA DOYPACK METALIZADA FLEX 13.3X21CM ALICO A00853,,,
029229004,61022824,,,,(TPR) JAB. PROTEX LIQ INT DELIC CARE DPACKX140MLX6U,,,
019013,03986,,,,FRUNAS BALL MINIONSX16DX70U,,,
80.01.03.010,80.01.03.010,,,,PARMALAT CEREAL NATURAL 132 GRS,,,
90.01.01.028,90.01.01.028,,,,TOCINETA AHUMADA 1000G,,,
11.07.01.004,11.07.01.004,,,,MAYONESA KARLA PREMIUN BAN 3280GR*4 PET,,,
009119,00467,,,,DETERGENTE ULTREX FLORALX500GRX40U,,,
60.01.04.014,60.01.04.014,,,,BOLSA ESTAMPADA TOMATE CLASICA 250 NONAPEPA ALICO,,,
052075001,12255043,,,,DOG CHOW ESSENTIAL CACHORROSX1.5KX6U,,,
003635007,003635007,,,,4 BP MAY NAP 450GR+TOMATE CLAS 400GR,,,
0425009B03,471000267,,,,PG 6 LL 7 SUAVIZANTE PRIMAVERAL LIMPIA YA 1000ML,,,
071910,146238,,,,TOA WINNY ALOE + VITE 3X24U BONIF,,,
60.01.01.015,60.01.01.015,,,,TAPA LISA BOTELLON AZUL,,,
052950046,052950046,,,,COMBOS PS NOVIEMBRE,,,
3425065B01,190102014,,,,BONIF ACEITE PALMA 3000 ML X 6 UND,,,
90.01.01.021,90.01.01.021,,,,SALCHICHA MANGUERA INST X 16UD,,,
074002003,1002,,,,(TAT MM) COLADO PERA HEINZ 113GX24U,,,
240201017,240201017,,,,COMBO -MARGARINA 200 GR OFF 5% HUERTA,,,
60.01.01.022,60.01.01.022,,,,TAPA DE COLORES GALON,,,
70.03.01.002,70.03.01.002,,,,ETIQUETA PIÑA 500 CLASICA DOÑA PEPA,,,
052902001,11062361,,,,FANCY FEAST CHUNKY  SELMAR/TIERRA24X85G BONIF,,,
70.11.12.007,70.11.12.007,,,,ETIQUETA  GLASSES 1000 MARACUYA,,,
70.04.02.003,70.04.02.003,,,,ETIQUETA ROSADA 800 CLASICA LA HUERTA,,,
240101018,240101018,,,,COMBO - TOM 1000GR GRATIS ACEITE 110GR NONA PEPA,,,
016417,210003699,,,,BARRA ORIGAMI FRUTA ARANF-ALMX6DX12BX3U,,,
052999009,052999009,,,,EXHIBIDOR METALICO DOG CHOW,,,
029068100,61020303,,,,POB MM SUAVITEL COMPLETE FLOR PRIMAVERA X160MLX56U,,,
029364043,MX03064A,,,,LSS BARRA CLIN COMPL POWDERX45GX12U 20%,,,
0029999001,0029999001,,,,EXHIBICION SUAVIZANTES,,,
60.01.04.019,60.01.04.019,,,,BOLSA ESTAMPADA TOMATE INSTITUCIONAL 4000 NONAPEPA ALICO,,,
029422003,CO01799A,,,,(EMP) CDC KIDS GEL SURTX50CCX72U,,,
029146013,CO01745A,,,,(12.40%) MM AJAX BICARBONATO NAR/LIMX180CCX72U,,,
003195,12010,,,,SPAGUETTI TRADICIONAL GRANNYX125X48U,,,
3428043B02,200105004,,,,7% P.E GLASSE FRUIT KIWI 1000 G DOYPACK X 12 UND,,,
2831017A00,12344779,,,,PRO PLAN ADUL 7 ACT MIND POLLOX100GX15U,,,
11.01.02.004,11.01.02.004,,,,MAYONESA 50 G DISPLAY *12 GOURMET DOÑA PEPA SACHET,,,
1304062B05,160973,,,,OFERTA TAT NORAVER GRIPA NOCHE X6SOB GTS 1 SUAVITEL PRIMAVERAL 180ML,,,
074052,7000,,,,SALSA SOYA HEINZ 185MLX24U,,,
4001010B06,81000075,,,,PG 4 SUPREMO 340GR + 2 SUPREMO FRESCURA NATURAL 340 GTS 1 SUPREMO FRESCURA NATURAL 340GR,,,
029221044,61028405,,,,POB MM JABON PROTEX MACADAMIA X110GX72U,,,
029064,CO00870B,,,,2 SUAVITEL PRIMAVERALX5000CCX2OF,,,
